股票,2015年4月,2015年5月,2015年6月,2015年7月,2015年8月,2015年9月,2015年10月,2015年11月,2015年12月,2016年1月,2016年2月,2016年3月
华光股份,1,0,0,0,2,0,0,0,0,0,0,0
湘邮科技,0,0,0,0,0,0,0,0,0,0,0,1
杭萧钢构,0,0,0,0,0,1,0,0,1,1,1,1
科力远,2,0,0,0,0,0,1,3,9,2,2,0
千金药业,1,1,1,0,3,1,1,2,0,1,1,0
凌云股份,0,0,1,1,1,0,0,0,0,0,0,0
双良节能,5,4,0,1,2,0,0,0,0,0,1,0
福能股份,0,3,2,5,0,4,3,1,3,1,1,2
信威集团,1,0,0,0,0,0,0,0,1,9,0,1
扬农化工,7,1,0,0,6,0,5,1,0,0,1,7
亨通光电,3,1,2,3,8,3,2,7,10,6,1,0
天药股份,0,0,0,0,0,0,0,0,0,0,0,0
中金黄金,3,0,0,0,3,0,0,0,0,0,0,0
龙元建设,2,0,0,0,1,3,2,0,0,0,0,0
凤竹纺织,0,0,0,0,0,0,0,0,0,0,0,0
晋西车轴,0,0,0,0,0,0,0,0,0,0,0,0
精工钢构,6,0,0,3,3,0,3,1,0,1,2,0
驰宏锌锗,2,0,1,0,1,1,0,0,0,0,0,2
烽火通信,7,1,0,4,6,0,3,0,2,1,2,6
中化国际,0,1,0,0,0,0,1,1,0,0,0,1
航天晨光,0,0,0,1,0,0,1,0,0,0,0,0
华丽家族,0,2,0,0,0,0,0,0,0,0,0,0
西昌电力,0,0,0,0,1,0,0,0,0,0,0,0
香梨股份,0,0,0,0,0,0,0,0,0,0,0,0
方大特钢,1,0,1,0,4,0,5,0,0,0,1,0
上海能源,0,0,0,0,0,0,0,0,0,0,0,1
天富能源,0,0,0,0,0,2,0,0,0,0,0,0
黑牡丹,0,0,0,0,1,0,1,0,0,0,0,0
国药股份,3,0,0,0,2,0,4,0,0,0,0,3
腾达建设,0,0,0,0,0,0,0,0,0,0,0,0
联环药业,3,0,0,0,0,0,0,0,0,0,0,0
方大炭素,4,0,1,6,2,0,2,0,2,0,1,0
置信电气,2,1,3,0,1,0,3,5,2,2,2,0
康美药业,10,9,6,0,5,3,6,3,2,3,0,5
贵州茅台,26,2,1,4,22,2,23,0,6,3,5,26
华海药业,16,2,6,2,7,0,10,0,0,3,4,0
中天科技,5,3,2,2,5,1,8,2,1,3,5,1
贵航股份,0,0,0,0,0,0,0,0,0,0,0,0
长园集团,7,1,1,3,4,0,3,3,0,2,3,1
菲达环保,0,0,0,0,0,0,0,0,0,0,0,0
江南高纤,1,0,0,1,0,0,0,0,0,0,0,0
中铁二局,0,0,0,0,0,0,0,0,0,0,0,0
山东药玻,0,0,0,0,0,0,0,0,0,0,0,0
豫光金铅,0,1,0,0,1,0,0,0,1,1,1,0
宏达矿业,0,0,0,0,0,0,0,0,0,0,0,0
栖霞建设,0,0,0,0,2,0,3,0,1,0,0,3
天士力,17,2,0,1,12,1,8,1,1,0,1,11
中国软件,0,0,1,0,0,0,0,0,0,0,0,0
亿晶光电,1,0,0,0,2,0,2,0,0,0,0,2
国发股份,0,0,0,0,0,0,0,0,0,0,0,0
新赛股份,0,0,0,0,0,0,0,0,0,0,0,0
莫高股份,0,0,0,0,0,0,0,0,0,0,0,0
新疆城建,0,0,0,0,1,0,0,0,0,0,0,0
山东黄金,3,1,0,0,4,0,1,0,0,0,0,2
深高速,1,0,0,0,2,0,0,0,1,2,2,9
厦门钨业,4,1,0,1,3,2,1,0,0,0,0,2
保变电气,1,0,0,0,0,0,0,0,0,0,0,0
时代出版,0,1,0,0,0,0,0,3,0,1,0,1
凯盛科技,3,2,0,1,0,0,3,0,1,0,0,2
慧球科技,0,0,0,0,0,0,0,1,1,1,0,0
康缘药业,7,1,5,0,5,0,2,0,0,0,0,0
大西洋,0,0,0,0,0,0,0,0,0,0,0,0
老白干酒,6,0,0,6,1,2,8,0,0,0,0,0
金自天正,1,0,0,0,0,0,0,0,0,0,0,0
江西长运,2,0,0,0,0,0,0,1,0,0,1,1
国睿科技,3,0,1,4,1,1,2,2,2,0,7,3
法拉电子,2,0,0,0,3,0,3,4,1,3,0,6
迪马股份,0,2,0,1,2,0,1,0,2,1,2,2
济川药业,2,0,0,1,5,1,1,1,0,0,2,5
山鹰纸业,0,0,0,0,0,0,0,0,0,0,0,0
安阳钢铁,0,0,0,0,0,0,0,0,0,0,0,0
恒生电子,15,4,17,9,5,2,5,1,0,2,1,9
信雅达,1,0,1,5,1,0,0,0,0,0,0,1
康恩贝,9,2,3,7,4,0,3,3,3,2,0,0
惠泉啤酒,0,0,0,0,0,0,0,0,0,0,0,0
万家文化,0,1,0,1,0,0,2,1,2,0,2,3
精达股份,0,0,0,0,0,0,0,0,0,0,0,0
京能电力,1,0,0,1,0,0,0,0,0,0,0,0
天华院,0,0,0,0,1,0,0,1,0,2,1,0
卧龙电气,7,2,0,0,4,0,2,1,0,0,0,0
天地科技,4,0,2,2,1,0,1,2,0,1,0,1
海油工程,3,0,0,1,7,1,6,0,1,2,0,5
海螺水泥,9,1,3,0,11,0,9,1,1,0,0,15
金晶科技,0,0,0,0,0,0,0,0,0,0,0,1
新华医疗,5,0,0,0,2,0,0,6,0,0,0,0
用友网络,12,2,7,13,6,2,3,6,2,1,1,12
泰豪科技,0,0,3,2,1,0,1,2,0,2,1,1
龙溪股份,0,0,0,0,0,0,0,0,0,0,0,0
大连圣亚,0,1,0,0,1,0,4,1,2,1,1,7
益佰制药,4,2,0,9,3,4,3,2,1,6,1,1
中孚实业,0,0,0,0,0,0,0,0,0,0,0,3
新安股份,1,0,6,0,3,0,1,2,1,0,0,0
光明乳业,4,0,10,5,6,2,0,6,0,0,3,0
熊猫金控,0,0,0,0,0,0,0,0,0,0,0,0
青岛啤酒,3,0,2,2,7,0,5,1,1,0,1,4
方正科技,0,0,0,0,0,0,0,0,0,0,0,0
仪电电子,0,0,0,0,0,0,0,0,1,0,1,1
市北高新,1,0,0,0,2,0,2,0,0,0,0,2
汇通能源,0,0,0,0,0,0,0,0,0,0,0,0
绿地控股,2,0,0,0,2,1,6,0,2,3,0,2
大众交通,0,0,0,0,0,0,0,0,0,0,0,1
老凤祥,10,0,0,0,8,1,7,0,0,0,0,0
神奇制药,1,0,0,0,0,0,0,0,0,0,0,0
鼎立股份,0,0,0,0,1,0,0,2,0,0,1,0
丰华股份,0,0,0,0,0,0,0,0,0,0,0,0
金枫酒业,0,1,0,0,1,0,0,0,0,0,0,0
国新能源,3,0,0,1,1,0,1,0,0,0,0,1
氯碱化工,0,0,0,0,0,0,0,0,0,0,0,0
海立股份,0,0,0,0,0,0,0,0,0,0,0,0
华鑫股份,0,0,0,0,0,0,0,0,0,0,0,0
嘉宝集团,0,0,0,0,0,1,2,0,4,8,1,0
双钱股份,0,0,0,0,0,0,0,0,0,0,0,0
申达股份,0,0,0,0,0,0,0,0,0,0,0,0
新世界,0,0,4,3,4,0,2,1,0,0,2,0
华建集团,2,0,0,0,1,0,0,0,0,0,0,0
龙头股份,0,0,0,0,0,0,0,0,0,0,0,1
浙报传媒,5,2,0,1,2,3,1,1,5,0,1,1
中技控股,0,0,0,0,0,0,0,0,0,0,0,0
大众公用,0,0,0,0,0,0,0,0,0,1,0,0
三爱富,0,0,0,0,1,0,0,0,0,1,0,2
东方明珠,2,2,4,4,5,1,0,2,5,4,0,0
新黄浦,0,0,0,0,0,0,0,0,0,0,0,0
浦东金桥,0,0,1,0,2,0,0,2,0,0,0,0
号百控股,2,1,0,0,1,0,0,1,0,1,0,0
申能股份,5,0,1,0,3,0,0,1,0,0,0,0
同达创业,2,1,0,0,0,0,0,0,0,0,0,0
外高桥,1,0,1,0,2,0,1,0,0,0,0,0
城投控股,0,0,0,0,1,0,2,0,0,0,0,1
锦江投资,0,0,0,0,1,0,0,0,0,1,0,1
飞乐音响,2,0,2,0,1,0,0,0,1,0,0,0
申华控股,0,0,0,0,0,0,0,0,0,0,0,0
豫园商城,8,2,0,1,1,1,0,6,0,1,1,3
信达地产,0,0,1,0,5,0,0,0,0,0,0,2
电子城,0,0,0,0,0,0,0,0,0,0,1,0
福耀玻璃,4,1,0,5,1,0,4,4,0,0,0,8
新南洋,4,0,0,0,0,0,1,2,0,0,0,2
强生控股,0,0,0,0,0,1,0,1,0,0,0,0
陆家嘴,2,0,0,3,0,0,4,0,0,1,0,10
哈药股份,0,0,0,0,0,0,0,0,0,0,0,0
天地源,0,0,0,0,0,0,0,0,0,0,0,0
奥瑞德,0,0,1,3,1,0,0,0,2,0,1,2
太极实业,1,0,0,1,3,0,0,0,0,1,0,3
尖峰集团,1,0,0,0,0,0,0,0,0,0,0,0
东阳光科,0,0,0,0,1,0,0,0,0,0,0,0
川投能源,6,0,0,1,6,2,1,1,0,2,0,2
交运股份,0,0,0,0,0,0,0,0,0,0,0,0
航天通信,0,2,1,0,0,1,1,0,0,0,0,0
四川金顶,0,0,0,0,0,1,0,0,0,0,0,0
上海凤凰,0,0,0,0,0,0,0,0,0,0,0,0
上海普天,0,0,0,0,0,0,0,0,0,0,0,0
京投银泰,0,0,0,1,1,1,3,1,2,0,0,1
珠江实业,0,0,0,0,0,0,0,0,0,0,0,0
中船防务,1,1,0,0,2,0,0,0,0,1,0,2
金龙汽车,5,4,0,2,9,1,9,2,0,3,0,2
刚泰控股,4,0,1,1,2,1,0,1,1,0,1,4
上海石化,0,0,0,0,0,0,0,0,0,0,0,0
青岛海尔,11,13,3,1,7,2,1,11,0,12,1,5
亚通股份,0,0,0,0,0,0,0,0,0,0,0,0
东百集团,2,0,0,0,1,0,0,1,0,4,1,4
大商股份,3,0,1,2,2,0,3,0,0,0,0,0
绿庭投资,0,0,0,0,0,0,0,0,0,0,0,0
匹凸匹,0,0,0,0,0,0,0,0,0,0,0,0
欧亚集团,18,1,0,2,8,1,9,0,1,0,0,0
湖南天雁,0,0,0,0,0,0,0,0,0,0,0,0
均胜电子,10,2,3,3,11,2,9,0,0,1,7,19
沱牌舍得,2,0,0,0,2,0,0,0,1,3,1,0
三安光电,14,1,13,9,15,0,11,2,7,2,1,5
物产中大,0,0,0,0,0,0,0,0,0,0,0,0
曲江文旅,0,1,0,0,2,0,0,1,0,1,0,1
彩虹股份,0,0,0,0,1,0,1,0,0,0,0,0
光明地产,0,0,0,0,0,0,0,0,0,0,0,0
盛屯矿业,3,8,3,3,10,0,2,0,0,0,0,3
南宁百货,0,0,0,0,0,0,0,0,0,0,0,0
南京医药,6,1,2,1,3,0,2,0,0,0,0,0
金瑞矿业,0,0,0,0,0,0,0,0,0,0,0,0
凤凰股份,0,0,0,0,0,0,0,0,0,0,0,0
天津港,0,0,0,0,1,0,0,0,0,0,0,1
东软集团,0,0,0,0,0,0,0,0,12,4,2,9
祁连山,2,2,1,1,4,0,5,0,0,1,0,6
首商股份,1,1,0,0,2,0,0,2,0,0,0,2
宁波富达,0,0,0,0,0,0,0,0,0,0,0,0
华电能源,0,0,0,0,0,0,0,0,0,0,0,0
鲁北化工,0,0,0,0,0,0,0,0,0,1,0,0
佳都科技,10,1,0,2,1,1,2,2,1,2,1,7
中国高科,0,0,0,2,0,0,1,2,1,0,3,1
湖南海利,0,0,0,0,0,0,0,0,1,0,0,0
S前锋,0,0,0,0,0,0,0,0,0,0,0,0
实达集团,0,0,0,0,0,0,0,0,0,1,0,0
新华锦,0,0,0,0,0,1,0,1,3,0,1,0
苏州高新,1,0,0,0,2,0,0,1,0,1,0,2
中粮屯河,1,0,0,0,0,0,0,0,0,0,0,0
兰州民百,0,1,0,0,0,0,0,0,0,0,0,0
山西焦化,1,0,0,0,0,0,0,0,0,0,0,0
华域汽车,6,2,0,0,6,1,6,2,6,0,0,7
一汽富维,2,0,0,0,1,0,0,1,0,0,0,0
华远地产,1,0,0,0,1,0,0,0,0,0,0,0
华银电力,0,0,0,0,0,0,0,0,0,0,0,0
江苏索普,0,0,0,0,0,0,0,0,0,0,0,0
大连控股,0,0,0,0,0,0,0,0,0,0,0,0
上实发展,0,0,2,0,1,0,2,1,2,1,1,3
西藏旅游,4,0,0,0,2,2,0,2,0,0,4,1
江中药业,3,1,0,1,5,0,4,0,0,0,0,0
天海投资,0,0,0,0,0,0,0,0,0,0,0,0
东方银星,0,0,0,0,0,0,0,0,0,0,0,0
锦江股份,8,3,1,0,6,7,5,6,0,0,0,5
厦门国贸,0,0,0,0,0,0,0,1,0,0,0,0
浪潮软件,0,0,0,0,0,0,0,0,0,1,0,1
长江传媒,0,0,0,0,0,0,0,0,0,0,0,0
红阳能源,0,0,0,0,0,0,0,0,0,0,0,0
安徽合力,1,3,1,0,3,0,1,0,1,0,0,2
中电广通,0,0,0,0,0,0,0,0,0,0,0,0
中航重机,0,0,1,1,1,0,0,0,0,0,0,0
园城黄金,0,0,0,0,0,0,0,0,0,0,0,0
运盛医疗,5,2,2,3,1,1,0,0,0,0,0,0
宁波富邦,0,0,0,0,0,0,0,0,0,0,0,0
祥龙电业,0,0,0,0,0,0,0,0,0,0,0,0
广誉远,0,3,0,0,0,1,0,1,0,0,2,2
西藏城投,0,0,0,0,0,0,0,0,0,0,0,0
汉商集团,0,0,0,0,0,0,0,0,0,0,0,0
南京熊猫,0,0,0,0,0,0,0,0,2,1,1,1
东方通信,2,0,0,0,1,0,0,0,0,0,0,0
友好集团,2,0,0,0,3,0,5,0,0,0,0,0
通宝能源,1,0,0,0,0,0,0,0,1,0,0,0
辅仁药业,0,0,0,0,0,0,0,0,0,1,0,0
新钢股份,4,0,0,0,2,1,1,1,0,1,0,0
新华百货,4,3,1,1,2,0,1,0,1,0,0,0
中储股份,1,0,0,0,3,4,1,2,0,0,1,5
鲁抗医药,0,0,0,0,0,0,0,0,0,0,0,0
轻纺城,8,0,0,0,5,0,2,0,0,0,0,1
京能置业,0,0,0,0,0,0,0,0,0,0,0,0
云煤能源,0,0,0,0,0,0,0,0,0,0,0,0
保税科技,0,0,0,0,1,0,2,0,0,0,0,1
国电电力,3,2,1,0,5,0,1,2,0,2,0,0
钱江生化,0,0,0,0,0,0,0,0,0,0,0,0
浙大网新,0,0,2,0,1,0,0,0,1,0,0,0
宁波海运,0,0,0,0,0,0,0,1,0,0,0,0
天津磁卡,0,0,0,0,0,0,0,0,0,0,0,0
华新水泥,6,0,0,1,9,0,6,0,0,3,0,7
福建水泥,0,0,0,0,0,0,0,0,0,0,0,0
新奥股份,6,0,2,0,4,0,4,1,1,1,0,4
鹏博士,12,1,2,1,9,1,7,1,0,1,1,2
天业股份,1,0,3,0,0,0,0,0,1,0,0,0
马钢股份,4,4,0,0,4,0,3,0,0,2,2,2
山西汾酒,6,0,0,1,9,1,10,0,1,10,2,2
神马股份,1,0,0,0,0,0,0,0,0,0,0,0
东方集团,0,0,0,0,0,0,0,0,0,0,0,0
华北制药,0,0,0,0,0,0,0,2,0,1,0,1
杭州解百,0,0,0,0,0,0,0,0,0,1,1,1
厦工股份,1,0,0,0,0,0,0,0,0,0,0,1
中路股份,0,2,0,0,0,1,0,1,1,1,0,0
耀皮玻璃,0,0,0,0,0,0,0,0,0,0,0,0
隧道股份,4,0,1,1,3,2,2,0,0,0,0,0
津劝业,0,0,0,0,0,0,0,0,0,0,0,0
上海物贸,0,0,0,0,0,0,0,0,0,0,0,0
世茂股份,1,0,0,1,6,1,4,1,0,2,0,10
益民集团,2,0,1,0,2,0,2,0,0,0,0,0
新华传媒,0,0,0,0,0,0,0,0,0,0,0,0
兰生股份,1,1,0,0,0,0,0,0,0,0,0,3
百联股份,1,0,1,0,1,0,0,0,0,0,0,0
人民同泰,0,0,0,0,0,0,0,0,0,0,0,0
香溢融通,0,0,0,0,0,0,0,0,0,0,0,0
广电网络,0,0,1,0,0,1,1,0,0,0,3,4
第一医药,0,0,0,0,0,0,0,0,0,0,0,0
申通地铁,0,1,0,0,1,0,0,0,0,0,0,0
上海机电,12,2,2,5,5,1,2,0,0,0,2,2
界龙实业,0,0,1,0,0,0,0,0,0,0,0,0
上海九百,0,0,0,0,0,0,0,0,0,0,0,0
四川长虹,1,0,0,0,0,0,1,0,1,1,0,0
上柴股份,0,0,0,0,0,0,1,0,0,2,0,0
上工申贝,0,0,0,0,3,0,0,1,0,0,0,1
丹化科技,1,1,0,0,3,0,0,0,0,0,0,0
宝信软件,0,0,0,0,0,1,6,2,0,0,0,2
同济科技,0,0,0,0,0,0,0,0,0,0,0,0
上海临港,0,0,0,0,0,0,1,0,0,0,0,0
华东电脑,4,0,0,0,1,0,1,0,0,0,0,0
海欣股份,0,0,0,0,0,0,0,0,0,0,0,0
龙建股份,1,0,0,0,0,0,0,0,1,0,0,0
春兰股份,0,0,0,0,0,0,0,0,0,0,0,0
航天长峰,0,0,0,0,0,0,0,0,0,0,0,0
中天能源,0,1,3,2,1,0,3,2,1,3,3,1
宁波中百,0,0,0,0,0,0,0,0,0,0,0,0
银座股份,7,2,0,0,3,0,3,0,0,0,0,4
王府井,7,1,1,1,7,2,6,0,0,5,0,7
北京城乡,0,0,0,0,0,0,0,0,0,0,0,0
南通科技,0,0,0,0,0,0,0,0,0,0,0,0
内蒙华电,0,0,0,0,0,0,0,0,0,0,0,0
哈投股份,0,0,0,0,0,0,0,0,0,0,0,0
百大集团,0,0,0,0,0,0,4,3,2,0,1,2
通化东宝,7,0,0,7,9,1,10,1,2,13,3,1
梅雁吉祥,0,0,0,0,0,0,0,0,0,0,0,0
智慧能源,8,1,0,1,2,3,0,1,2,1,2,0
石化油服,0,0,0,0,0,0,0,0,0,0,0,0
中炬高新,20,0,0,0,8,15,14,3,2,0,3,0
梅花生物,12,5,5,6,13,2,5,1,0,0,0,2
创业环保,0,0,0,0,1,0,2,0,0,0,0,1
东方电气,2,0,0,0,0,1,1,0,0,0,0,0
洛阳玻璃,0,1,1,0,0,0,1,0,0,0,1,0
中国嘉陵,0,0,0,0,0,0,0,0,0,0,0,0
航天电子,0,0,0,0,1,2,1,1,1,1,4,1
博瑞传播,0,1,3,0,2,1,2,0,1,3,0,0
亚泰集团,0,0,0,0,0,0,0,1,0,0,0,0
博闻科技,0,0,0,0,0,0,0,0,0,0,0,0
杉杉股份,5,2,0,2,5,0,5,3,0,1,1,1
宏发股份,4,1,3,4,3,0,1,4,2,1,0,10
国投电力,4,0,2,0,0,3,1,1,0,2,2,0
伊利股份,20,4,8,4,21,0,2,14,4,3,1,11
新疆众和,2,0,0,0,1,0,1,0,0,0,0,0
南京化纤,0,0,0,0,1,0,0,0,0,0,0,0
秋林集团,0,0,0,0,0,0,0,0,0,0,0,0
宝诚股份,0,0,0,0,0,0,0,0,0,0,0,0
中航动力,11,1,0,0,9,0,7,2,1,0,0,0
广日股份,3,1,1,1,3,2,3,0,0,0,0,0
中海海盛,0,0,0,0,1,0,0,3,0,0,1,2
厦门空港,0,0,0,1,2,1,1,2,0,0,1,1
三联商社,0,0,0,0,0,0,0,0,0,0,0,0
重庆燃气,0,0,0,0,0,0,1,1,0,0,0,0
渤海活塞,0,0,0,0,0,0,0,0,0,0,0,1
株冶集团,1,0,0,0,0,0,0,0,0,0,0,0
岳阳林纸,0,0,5,5,1,0,7,1,1,0,0,4
福成股份,0,0,0,0,1,0,0,3,2,1,1,1
博汇纸业,0,0,0,0,0,0,0,0,0,0,0,0
郴电国际,1,0,0,0,3,0,1,0,0,1,0,1
中材国际,0,0,3,0,5,0,2,2,0,5,0,3
恒源煤电,4,0,0,0,1,0,0,2,0,0,0,1
宝胜股份,1,0,0,0,2,0,1,1,0,0,0,0
新五丰,0,0,0,0,0,0,0,0,0,2,1,0
健民集团,2,0,0,1,3,0,1,0,1,0,0,4
广安爱众,1,0,1,0,3,2,0,2,0,0,0,0
北矿磁材,0,0,0,0,0,0,0,0,0,0,0,0
汇鸿集团,0,0,0,0,0,0,0,0,0,0,0,0
宁波热电,0,0,0,0,0,0,0,0,0,0,0,0
雷鸣科化,0,0,0,0,0,0,0,0,0,0,0,0
科达股份,0,1,0,0,0,0,0,0,0,0,0,2
航民股份,5,1,0,0,3,0,4,1,0,0,6,11
赤峰黄金,4,1,2,2,0,0,0,1,1,2,1,2
贵绳股份,0,0,0,0,0,0,0,0,0,0,0,0
马应龙,0,1,1,0,2,0,1,0,0,0,0,3
文山电力,1,0,0,0,1,0,0,1,0,1,0,0
开滦股份,1,0,0,0,2,0,0,1,0,0,0,1
九州通,1,1,0,1,0,0,1,0,1,2,0,0
唐山港,1,0,0,0,1,0,0,0,0,1,0,0
大同煤业,1,0,0,0,1,1,0,0,0,0,0,0
晋亿实业,0,0,0,0,0,0,0,0,0,0,0,0
重庆钢铁,0,0,0,0,0,1,0,0,0,0,0,1
大秦铁路,6,1,1,0,6,0,9,5,0,1,7,0
金陵饭店,1,0,1,0,2,1,0,2,1,0,0,6
连云港,0,0,0,0,0,0,1,0,0,0,0,1
文峰股份,1,0,0,0,1,0,0,1,0,0,0,0
宝泰隆,3,4,0,2,2,0,2,0,0,1,0,2
隆基股份,6,0,0,1,3,4,7,7,10,14,13,34
陕西黑猫,1,0,0,0,2,0,0,1,0,0,0,0
节能风电,0,0,0,0,0,0,0,0,0,0,0,0
玉龙股份,4,3,3,6,0,0,8,0,2,0,1,5
一拖股份,0,0,0,0,1,0,1,0,0,0,0,0
赛轮金宇,7,1,1,0,3,0,4,5,0,3,0,3
中国神华,5,1,1,2,11,2,8,1,3,0,3,10
中南传媒,10,0,0,1,5,8,5,2,0,1,0,0
恒立液压,1,1,0,2,4,0,6,5,2,0,1,0
昊华能源,4,0,0,0,3,0,1,0,0,0,0,0
中国一重,0,0,0,0,0,0,0,0,0,0,0,0
四川成渝,1,1,0,0,0,0,0,0,0,0,0,0
中国国航,4,1,0,6,6,0,6,1,0,3,3,5
华鼎股份,0,0,0,0,0,0,0,0,0,0,0,0
三江购物,1,0,0,0,2,0,1,1,0,0,0,0
中国化学,2,0,0,0,1,0,1,0,0,0,0,0
海南橡胶,0,1,0,0,3,0,0,1,0,0,0,0
四方股份,1,1,3,2,5,2,5,0,0,0,1,3
博威合金,0,0,2,0,1,0,0,0,0,0,0,1
深圳燃气,0,0,0,0,2,1,3,2,0,2,0,4
重庆水务,0,1,2,1,3,0,0,1,0,0,0,0
西部矿业,0,0,0,0,0,0,1,0,0,0,0,0
杭齿前进,1,1,0,0,0,0,0,0,0,0,0,0
中国西电,3,0,1,1,2,0,1,1,1,1,0,1
中国铁建,1,0,0,0,3,1,1,0,0,0,0,2
龙江交通,0,0,0,0,0,0,0,0,0,0,0,0
江南水务,1,0,2,1,1,2,6,2,2,3,1,4
东材科技,1,0,0,0,0,1,0,0,0,0,0,0
君正集团,0,0,0,0,0,0,0,0,0,0,0,0
吉鑫科技,0,0,0,0,1,0,0,0,0,0,0,0
林洋能源,7,9,0,0,15,3,0,0,0,0,0,3
陕西煤业,8,0,0,1,3,0,1,0,0,0,0,0
华电重工,0,0,0,0,0,0,0,0,0,0,0,0
环旭电子,8,1,0,0,0,0,3,0,0,2,2,3
桐昆股份,22,6,3,5,3,1,3,0,1,0,1,0
广汽集团,2,1,1,1,2,0,1,2,1,0,1,3
庞大集团,6,0,1,0,0,0,0,0,0,0,0,0
骆驼股份,12,5,1,9,2,3,9,1,7,2,1,2
江南嘉捷,0,0,0,0,0,0,0,0,0,0,0,0
广深铁路,0,0,0,0,0,0,0,0,0,0,0,0
百隆东方,2,0,1,1,1,0,2,0,0,0,0,2
陕鼓动力,0,0,0,0,1,0,0,0,0,0,0,0
中国中铁,6,1,0,0,3,3,3,2,0,1,2,4
东风股份,4,2,1,0,2,0,3,0,0,0,0,0
吉林高速,0,0,0,0,0,0,0,0,0,0,0,0
大智慧,2,0,0,0,0,1,0,1,0,1,0,0
九牧王,5,6,4,3,6,2,4,1,0,2,1,0
三星医疗,0,0,0,0,0,1,0,0,1,0,1,0
会稽山,1,0,1,1,0,0,0,0,1,0,0,1
北辰实业,3,1,1,0,4,0,3,0,3,1,0,4
鹿港科技,0,0,0,1,1,0,4,1,0,0,1,0
中国铝业,0,0,0,0,0,0,0,0,0,0,0,0
上海医药,8,10,0,2,4,0,3,0,0,0,0,3
中信重工,0,0,0,0,0,0,0,0,0,0,0,0
广电电气,0,0,0,0,0,0,0,0,0,0,0,0
中国中冶,2,0,0,0,1,0,2,0,6,0,0,2
长城汽车,20,6,4,16,5,5,16,4,3,7,0,8
旗滨集团,1,0,0,0,2,0,1,0,0,2,0,2
平煤股份,3,0,0,0,0,0,0,0,0,0,0,0
中国建筑,12,2,2,1,7,2,8,2,4,7,1,4
中国电建,4,1,1,0,2,0,0,2,0,0,2,0
明泰铝业,1,0,1,0,1,0,3,0,0,0,0,0
滨化股份,1,0,0,0,0,0,1,0,0,0,1,0
潞安环能,0,0,0,0,0,0,0,0,1,0,1,1
风范股份,1,2,0,0,0,0,1,2,0,0,0,0
郑煤机,1,0,0,0,1,0,1,0,0,1,0,0
际华集团,0,1,0,0,1,0,0,0,0,0,0,1
上海电气,12,2,2,5,5,1,2,0,0,0,2,2
中国中车,5,0,2,1,2,1,0,1,0,1,0,12
力帆股份,1,0,3,0,0,0,0,1,1,0,2,2
宁波建工,0,0,0,0,2,0,0,0,0,1,1,0
蓝科高新,0,0,0,0,0,0,0,0,0,0,0,0
星宇股份,1,0,1,1,3,1,3,7,3,1,1,8
中国交建,2,0,0,0,3,1,0,0,0,0,0,2
皖新传媒,3,3,0,0,5,2,10,4,7,0,1,2
中海油服,6,2,3,2,5,1,2,2,1,2,3,7
中国石油,7,1,1,0,7,1,3,5,3,3,1,3
中海集运,6,0,0,0,3,0,3,0,0,1,0,3
招商轮船,3,0,0,2,3,1,4,0,0,2,1,4
大连港,0,0,0,0,0,0,1,0,0,0,0,1
江河集团,5,1,1,8,5,0,5,1,3,0,1,13
中国国旅,8,0,13,2,13,2,7,3,8,4,16,5
亚星锚链,2,0,0,0,0,0,0,0,0,0,0,0
中煤能源,0,0,4,0,5,0,4,1,2,1,0,8
紫金矿业,2,4,0,2,3,0,3,1,1,0,2,7
京运通,2,0,0,1,2,0,3,0,0,3,0,5
中国远洋,2,3,0,1,3,0,2,0,0,0,0,3
凤凰传媒,7,3,0,1,5,0,6,1,1,1,0,0
吉视传媒,0,0,1,0,1,2,0,0,0,0,0,1
永辉超市,17,6,6,17,11,1,10,4,1,1,3,3
金钼股份,1,0,0,0,1,0,0,0,1,0,0,0
中国汽研,2,1,1,0,2,0,1,0,0,0,0,2
海南矿业,1,3,0,0,1,0,1,0,0,1,0,1
中国重工,2,1,2,0,2,0,1,0,0,0,0,0
大唐发电,0,0,0,0,6,0,4,0,0,3,0,3
金隅股份,8,0,0,0,4,1,2,1,0,1,0,7
丰林集团,0,0,0,0,0,0,0,0,0,0,0,0
出版传媒,1,0,0,0,0,0,0,0,0,0,0,0
人民网,5,1,0,0,2,0,0,1,0,0,0,0
奥康国际,4,2,10,7,7,1,9,4,1,2,0,0
宏昌电子,0,0,0,0,0,0,0,0,1,0,0,0
龙宇燃油,0,0,0,0,0,0,0,0,0,0,0,0
晶方科技,4,0,0,0,1,0,0,0,0,0,0,0
联明股份,0,0,0,0,0,0,0,1,2,0,1,2
喜临门,16,0,1,1,11,0,10,1,0,4,0,7
北特科技,0,0,0,0,0,0,0,0,0,0,0,0
合锻股份,0,0,0,0,0,0,0,0,0,0,0,0
中衡设计,0,0,0,0,0,1,0,1,0,0,5,1
设计股份,2,0,0,0,2,0,1,0,0,0,0,1
中科曙光,0,1,1,1,0,1,1,5,0,3,2,8
和邦生物,7,2,1,3,0,0,0,0,0,0,1,0
宁波精达,0,0,0,0,0,0,0,0,0,0,0,0
长白山,3,1,0,1,5,0,3,0,0,0,0,4
川仪股份,1,1,0,0,0,0,1,0,0,0,0,1
康尼机电,9,1,0,0,1,5,7,2,1,1,0,1
翠微股份,1,0,0,0,1,0,0,1,0,0,0,0
