2397385386,2442883211,2586376351,2567127271,2595125932,2651123255,2635374008,2661622753,2761367985,2537378693,2635374008,2729869490,2864613049,3030855101,2843614053,2864613049,2913610706,2922360288,2992356941,3211096484,3260094141,3393087783,3377338536,3337090460,3442085441,3786818960,3816567538,3954810928,3828816952,3825317119,3848066032,3837566534,3919812602,3963560510,4220798212,4136802228,3867315111,4191049634,4369541101,4369541101,4369541101,4369541101,4369541101,4369541101,4369541101,4369541101,4369541101,4369541101,4369541101,4369541101,4369541101,4369541101,4369541101,4369541101,4369541101,4369541101,4369541101,4369541101,4369541101,4369541101,4394720000
27998458567,28780637727,29882799270,31251612800,29847245672,30096120859,29438379293,29189504106,29385048896,26451877046,27109618612,27660699384,28300664151,27625145786,26487430644,27180725809,26647421836,26185225060,27340717000,28194003357,28531762539,28513985740,28176226558,28122896160,27980681768,28513985740,27180725809,27216279407,27554038590,26949627420,27358493800,27234056206,27251833005,27465154594,28016235366,27696252982,25527483493,24709750735,25829689078,25918573073,26025233868,27767360179,28513985740,26842966626,25847465877,26345216251,25651921087,25989680270,26220778658,26025233868,27305163402,27500708192,27785136978,28620646535,27429600996,28122896160,27980681768,26540761041,26700752233,26522984242,26185225060
5539520889,5539520889,5539520889,5539520889,5539520889,5539520889,5539520889,5539520889,5539520889,5539520889,5539520889,5539520889,5539520889,5539520889,5539520889,5539520889,5539520889,5539520889,5539520889,5539520889,5539520889,5539520889,6093472978,6705458143,7375476384,8114079169,8493932030,8499207764,8583619511,8319832802,8472829093,8478104827,8942369435,9311670828,9237810549,8921266498,8161560776,8536137903,8441174688,8351487207,8631101118,8757718739,8831579017,8715512865,8710237131,8346211473,8335660004,8372590144,8757718739,9063711321,9253637752,9348600967,9865622917,9786486904,9775935436,9496321524,9538527397,9032056916,9206156144,9037332650,9045951081
4044163500,4078327500,4249147500,4266229500,4133844000,4317475500,4402885500,4304664000,4441320000,4138114500,4296123000,4723173000,4637763000,4650574500,4479754500,4518189000,4633492500,4377262500,4411426500,4637763000,4637763000,4770148500,4744525500,4782960000,5069083500,5026378500,4838476500,4966591500,4906804500,4812853500,5034919500,5338125000,5227092000,5419264500,5961618000,5867667000,5560191000,5684035500,5406453000,5248444500,5504674500,5547379500,5547379500,5414994000,5303961000,5299690500,5081895000,5590084500,5837773500,6055569000,6064110000,6059839500,6555217500,6990808500,6683332500,6632086500,6785824500,6345963000,6345963000,6576570000,6401479500
4051303117,3995519253,4176816811,4190762777,4058276100,4148924879,4281411556,4169843828,4239573658,4009465219,4121032947,4190762777,4218654709,4183789794,4134978913,4176816811,4595195790,4685844569,4650979654,4811358263,4706763518,4839250195,4971736872,4874115110,4839250195,4748601416,4644006671,4678871586,4748601416,4818331246,5153034430,5048439685,4922925991,5139088464,5132115481,5069358634,4692817552,4797412297,4769520365,4734655450,4895034059,4992655821,5083304600,4978709855,4915953008,4978709855,4985682838,5104223549,5027520736,5020547753,5243683208,5125142498,5180926362,5362223919,5194872328,5250656191,5383142868,5362223919,5501683579,5606278324,6908571945
12950636959,13544863217,14130350852,14034226017,14191521202,14409986738,14383770874,13833237724,14156566717,13134148009,13387568031,13684681159,14409986738,14156566717,13684681159,13807021859,13807021859,14025487395,14532327438,14899349538,14742054352,14838179188,14934304024,14855656431,15004212995,15135292317,15414928203,15668348224,15292587503,15161508181,15502314417,15642132360,15222678531,15502314417,15712041331,15240155774,13981794288,13911885317,14139089474,14287646038,14375032252,14672145381,14532327438,13999271531,13815760481,13903146695,13981794288,14156566717,14191521202,14130350852,14506111574,14759531595,15039167481,16157711024,15423666824,15729518574,15537268903,14820701945,14908088160,14899349538,14724565315
3500542592,3733595020,3961891276,4118844952,4366165896,4565925120,4565925120,4875076300,4808489892,4328116520,4708610280,5179471308,5181849394,4970199740,4965443568,5077213610,5086725954,4946418880,5103372556,5614661046,5550452724,5643198078,5538562294,5576611670,5949971172,5935702656,5728809174,5859603904,5907165624,5897653280,5930946484,5921434140,5640819992,5752590034,5968995860,6378026652,6487418608,6292415556,6468393920,6259122352,6884558970,7046268818,7205600580,7141392258,7027244130,6877424712,6606322908,6825106820,6955901550,6860778110,6896449400,6791813616,7110477140,7165173118,6993950926,6803704046,6796569788,6335221104,6515955640,6425588372,7039134560
3197306851,3273433205,3412251850,3492856224,3425685912,3506290286,3618240806,3524202370,3577938619,3224174976,3331647475,3474944141,3649586952,3582416640,3465988099,3510768307,3461510078,3394339766,3506290286,3663021014,3694367160,3730191326,3721235285,3770493514,3851097888,3819751742,3770493514,3846619867,3815273722,3801839659,3949614346,4007828616,4003350595,4119779136,4348158197,4227251635,3954092366,4182471427,4249641739,4258597781,4330246114,4513844966,4549669133,4392938405,4294421947,4581015278,4401894446,4424284550,4424284550,4424284550,4424284550,4424284550,4424284550,4424284550,4424284550,4424284550,4424284550,4424284550,4424284550,4424284550,4424284550
2848265456,2917006385,3036555827,3087364340,2991724786,3099319284,3191970101,3123229172,3242778614,2934938801,3033567091,3147139061,3254733558,3200936310,3081386868,3135184116,3203925046,3197947574,3266688503,3410147833,3428080249,3457967610,3446012666,3419114041,3499809915,3490843706,3466933818,3544640955,3517742331,3463945082,3571539580,3709021438,3586483260,3661201661,3753852479,3646257981,3323474488,3428080249,3475900026,3526708539,3631314301,3706032702,3697066494,3577517052,3589471996,3619359357,3535674747,3622348093,3673156605,3706032702,3855469505,3873401921,3942142850,4130433221,3951109058,3954097794,3986973891,3885356865,3930187906,3906278017,3927149895
4309820706,4332623990,4651869969,4864700621,4716479274,4952113210,4910307189,4853298979,4879902810,4393432748,4613864495,4921708831,4944512115,4887503905,4830495695,4914107736,4925509379,4781088579,4982517589,5244755357,5153542220,5237154262,5256156999,5529796409,5708422135,5936454976,5708422135,5754028703,5693219945,5742627061,5792034177,6248099860,6381119017,6343113544,6206293839,6141684534,5814837461,5689419398,5685618851,5579203524,5818638008,5811036913,5803435819,5632411188,5518394767,5643812830,5560200788,5613408451,5765430345,5795834724,5974460450,6130282892,6126482344,6286105333,6392520660,6476132701,6449528870,6046670850,6172088913,6267102597,6194892197
