szr2,media.su,media.ft,zongher2,su.xuni,gongju,guba
0.356276,0,0,0.342,0,44.24,0.005553406
0.465266,0,0,0.3995,0,44.24,0.005342267
0.738518,0,0,0.5292,0,44.24,0.003812685
0.882945,0,0,0.5742,0,58.71,0.006346328
0.805105,0,0,0.6214,0,58.71,0.008164816
NA,0,0,0.6154,0,58.71,0.005448058
NA,0,0,0.5827,0,51.38,0.003171008
NA,0,1,0.4965,0,51.38,0.006110483
0.054216,0,0,0.2938,0,51.38,0.045275918
0.297366,0,0,0.7181,0,49.1,0.051781155
0.448061,0,0,0.6537,0,49.1,0.009945154
0.79482,0,1,0.6127,0,49.1,0.011960585
0.216671,0,0,0.342,0,62.81,0.018491571
0.196729,0,0,0.3995,0,62.81,0.011429837
0.509471,0,0,0.5292,0,62.81,0.02003765
0.448178,0,0,0.5742,0,60.86,0.030222968
0.801242,0,0,0.6214,0,60.86,0.018311741
0.773245,0,0,0.6154,0,60.86,0.013188562
0.219809,0,0,0.5827,0,59.24,0.051907135
0.571174,0,0,0.4965,0,59.24,0.01080699
0.264392,0,0,0.2938,0,59.24,0.004958618
0.730606,1,0,0.7181,1,58.8,0.01128662
0.511692,0,0,0.6537,0,58.8,0.005388563
0.713107,0,0,0.6127,0,58.8,0.014589548
0.275311,1,1,0.342,1,64.2,0.005300933
0.338093,1,1,0.3995,1,64.2,0.004806374
0.631748,0,0,0.5292,0,64.2,0.004178258
0.553974,2,2,0.5742,1,62.79,0.007834211
0.803479,1,1,0.6214,1,62.79,0.008513435
0.784559,1,1,0.6154,1,62.79,0.006345205
0.865186,0,0,0.5827,0,63.24,0.011824633
0.751645,1,1,0.4965,1,63.24,0.006816432
0.333638,0,0,0.2938,0,63.24,0.004547925
0.505267,3,3,0.7181,1,63.13,0.009244242
0.557148,3,3,0.6537,1,63.13,0.003971321
0.589997,1,1,0.6127,1,63.13,0.003707281
0.083993,4,7,0.342,1,62.06,0.04018647
0.156812,7,10,0.3995,1,62.06,0.048551379
0.388751,7,11,0.5292,1,62.06,0.026837384
0.822805,1,3,0.5742,1,63.43,0.036676737
0.766718,5,13,0.6214,1,63.43,0.056492699
0.692246,4,6,0.6154,1,63.43,0.048425345
0.570122,1,1,0.5827,1,62.15,0.069453399
0.685911,4,8,0.4965,1,62.15,0.02203532
0.155278,1,2,0.2938,1,62.15,0.011535078
0.77765,0,2,0.7181,0,63.14,0.018829962
0.752727,0,1,0.6537,0,63.14,0.008972905
0.670328,1,2,0.6127,1,63.14,0.014270741
0.458067,0,2,0.342,0,62.29,0.011816764
0.4145,0,5,0.3995,0,62.29,0.014339953
0.644665,0,5,0.5292,0,62.29,0.011379831
0.533504,0,15,0.5742,0,62.02,0.047015132
0.748424,0,6,0.6214,0,62.02,0.026527261
0.712718,0,4,0.6154,0,62.02,0.040890988
0.674724,0,0,0.5827,0,61.81,0.020489564
0.44966,0,5,0.4965,0,61.81,0.011938935
0.356936,0,4,0.2938,0,61.81,0.016490647
0.828864,0,5,0.7181,0,61.44,0.014496734
0.83103,0,3,0.6537,0,61.44,0.006576563
0.739339,0,0,0.6127,0,61.44,0.015153074
0.495307,0,5,0.342,0,47.57,0.006929261
0.248073,0,5,0.3995,0,47.57,0.009585435
0.703436,1,7,0.5292,1,47.57,0.012703538
0.492773,0,3,0.5742,0,49.45,0.020555885
0.5818,2,4,0.6214,1,49.45,0.031742485
0.503897,2,8,0.6154,1,49.45,0.032918655
0.471592,0,11,0.5827,0,46.28,0.036568541
0.505985,2,13,0.4965,1,46.28,0.016477165
0.373692,0,12,0.2938,0,46.28,0.006700806
0.815647,1,3,0.7181,1,49.57,0.00843416
0.618025,2,6,0.6537,1,49.57,0.023407839
0.394696,1,3,0.6127,1,49.57,0.026480444
0.036849,0,0,0.342,0,42.07,0.007683401
0.348127,0,0,0.3995,0,42.07,0.010856402
0.481583,0,0,0.5292,0,42.07,0.006127676
0.553354,1,0,0.5742,1,44.36,0.015418309
0.826832,1,0,0.6214,1,44.36,0.004322366
0.789665,3,0,0.6154,1,44.36,0.01160728
0.517573,1,1,0.5827,1,38.91,0.018811645
0.455502,0,1,0.4965,0,38.91,0.008701128
0.159974,0,3,0.2938,0,38.91,0.006359576
NA,2,1,0.7181,1,48.41,0.013369587
0.802582,1,0,0.6537,1,48.41,0.009773215
0.692794,0,0,0.6127,0,48.41,0.014811692
0.337767,0,3,0.342,0,58.97,0.02506594
0.25667,0,1,0.3995,0,58.97,0.014174653
0.655987,0,1,0.5292,0,58.97,0.012437238
0.88704,0,2,0.5742,0,59.07,0.011218856
0.968731,0,4,0.6214,0,59.07,0.007648698
0.75381,2,2,0.6154,1,59.07,0.014703205
0.232038,0,0,0.5827,0,60.19,0.013982283
0.213233,0,1,0.4965,0,60.19,0.01025797
0.250183,0,5,0.2938,0,60.19,0.008608345
0.462122,0,2,0.7181,0,59.45,0.038638047
0.17653,0,2,0.6537,0,59.45,0.022453603
0.295298,0,8,0.6127,0,59.45,0.015688724
0.389156,0,1,0.342,0,38.25,0.034677417
0.596736,1,2,0.3995,1,38.25,0.025134967
0.702704,0,0,0.5292,0,38.25,0.023084995
0.876753,0,3,0.5742,0,38.53,0.020720835
0.859976,0,4,0.6214,0,38.53,0.027362891
0.931691,0,4,0.6154,0,38.53,0.039991768
0.668526,0,4,0.5827,0,39.14,0.092985439
0.680638,0,0,0.4965,0,39.14,0.070612827
0.321904,0,0,0.2938,0,39.14,0.032090373
0.825734,0,0,0.7181,0,38.27,0.013562235
0.890146,0,1,0.6537,0,38.27,0.008404825
0.797992,0,0,0.6127,0,38.27,0.015072678
0.016546,0,4,0.342,0,81.68,0.009028723
0.543349,0,1,0.3995,0,81.68,0.004277106
0.420293,0,2,0.5292,0,81.68,0.002700629
0.470244,0,3,0.5742,0,80.98,0.009176297
0.33239,0,5,0.6214,0,80.98,0.019336598
0.755768,1,3,0.6154,1,80.98,0.026975867
0.866443,0,1,0.5827,0,78.7,0.010766601
NA,0,2,0.4965,0,78.7,0.003213747
NA,0,0,0.2938,0,78.7,0.000984082
NA,0,6,0.7181,0,78.87,0.009682214
0.484499,0,2,0.6537,0,78.87,0.010286939
0.624918,0,7,0.6127,0,78.87,0.034815394
0.836069,0,1,0.342,0,48.57,0.007816128
0.207987,1,2,0.3995,1,48.57,0.011612086
0.806855,0,2,0.5292,0,48.57,0.013743884
0.856746,0,4,0.5742,0,52.13,0.030338016
0.859785,0,0,0.6214,0,52.13,0.014145786
0.840428,1,2,0.6154,1,52.13,0.009736792
0.7864,0,0,0.5827,0,51.38,0.01542448
0.685916,0,3,0.4965,0,51.38,0.020927148
0.251086,0,0,0.2938,0,51.38,0.006685217
0.85051,0,0,0.7181,0,51.35,0.004818887
0.966103,0,0,0.6537,0,51.35,0.001021779
0.894017,0,1,0.6127,0,51.35,0.014484862
0.647161,1,4,0.342,1,34.11,0.012583704
0.145387,1,22,0.3995,1,34.11,0.035203554
0.561232,0,5,0.5292,0,34.11,0.041348795
0.838615,1,7,0.5742,1,36.27,0.032006053
0.868691,0,6,0.6214,0,36.27,0.032465844
0.451438,0,3,0.6154,0,36.27,0.041398399
0.533681,0,11,0.5827,0,32.21,0.100900579
0.613255,1,10,0.4965,1,32.21,0.049324841
0.3791,0,5,0.2938,0,32.21,0.023950536
0.855679,0,4,0.7181,0,32.77,0.032561464
0.714563,1,3,0.6537,1,32.77,0.012477268
0.46936,0,5,0.6127,0,32.77,0.021311378
0.093976,0,2,0.342,0,43.78,0.042005166
0.372793,0,2,0.3995,0,43.78,0.031796645
0.265363,0,3,0.5292,0,43.78,0.018904267
0.816663,0,1,0.5742,0,43.4,0.022163957
0.759266,0,3,0.6214,0,43.4,0.021018286
0.583081,0,0,0.6154,0,43.4,0.0202684
0.661425,0,0,0.5827,0,42.77,0.04183945
0.209157,0,0,0.4965,0,42.77,0.016061083
0.066061,0,0,0.2938,0,42.77,0.046100688
0.91213,0,0,0.7181,0,44.03,0.022496099
0.792266,0,1,0.6537,0,44.03,0.019891189
0.612543,0,0,0.6127,0,44.03,0.016684937
0.651081,1,1,0.342,1,49.45,0.01736171
0.438435,0,2,0.3995,0,49.45,0.01149978
0.261672,2,4,0.5292,1,49.45,0.020036651
0.413332,0,1,0.5742,0,48.72,0.018809048
0.748862,0,1,0.6214,0,48.72,0.011133208
0.823547,0,1,0.6154,0,48.72,0.02200035
0.647867,1,2,0.5827,1,48.87,0.018710644
0.664723,2,3,0.4965,1,48.87,0.01697612
0.431524,2,2,0.2938,1,48.87,0.004396963
0.787039,1,4,0.7181,1,51.91,0.006803834
0.825347,0,1,0.6537,0,51.91,0.001240456
0.833058,0,0,0.6127,0,51.91,0.005129692
0.42833,0,1,0.342,0,44.4,0.009246878
0.499549,1,2,0.3995,1,44.4,0.016380198
0.688815,0,1,0.5292,0,44.4,0.010918959
0.899672,0,1,0.5742,0,44.56,0.00427311
0.79131,5,8,0.6214,1,44.56,0.02484132
0.881186,1,2,0.6154,1,44.56,0.011749217
0.934448,0,0,0.5827,0,45.34,0.005033843
0.296872,0,0,0.4965,0,45.34,0.026740513
0.231193,0,0,0.2938,0,45.34,0.007486457
0.816747,0,3,0.7181,0,45.93,0.008512847
0.725332,2,2,0.6537,1,45.93,0.022772007
0.654677,1,4,0.6127,1,45.93,0.009024285
0.637739,0,2,0.342,0,36.03,0.018142453
0.535165,0,0,0.3995,0,36.03,0.023820385
0.879708,0,0,0.5292,0,36.03,0.007472925
0.916615,0,2,0.5742,0,42.15,0.010331118
0.920699,0,0,0.6214,0,42.15,0.009742609
0.896469,0,0,0.6154,0,42.15,0.017774156
0.907184,0,0,0.5827,0,38.37,0.005930394
0.661773,0,1,0.4965,0,38.37,0.010948813
0.557517,0,0,0.2938,0,38.37,0.006942385
0.950836,0,0,0.7181,0,37.77,0.010798308
0.908132,0,0,0.6537,0,37.77,0.002162809
0.889211,0,0,0.6127,0,37.77,0.003134083
0.343731,0,5,0.342,0,65.36,0.056668707
0.554725,0,2,0.3995,0,65.36,0.044441368
0.50185,0,5,0.5292,0,65.36,0.031293443
0.833206,0,3,0.5742,0,70.49,0.026064939
0.676466,0,3,0.6214,0,70.49,0.020220473
0.449728,0,4,0.6154,0,70.49,0.018494546
0.801137,0,5,0.5827,0,70.49,0.012557028
0.739182,0,1,0.4965,0,70.49,0.008987794
0.440166,0,2,0.2938,0,70.49,0.004609481
0.50768,0,12,0.7181,0,70.49,0.017069119
0.530563,0,5,0.6537,0,70.49,0.005913708
0.648833,0,2,0.6127,0,70.49,0.005990443
NA,0,0,0.342,0,55.75,0.04969833
0.538777,0,0,0.3995,0,55.75,0.024576232
0.863968,0,0,0.5292,0,55.75,0.021866271
0.726965,0,0,0.5742,0,54.29,0.031578599
0.721201,0,0,0.6214,0,54.29,0.016081387
0.610235,0,0,0.6154,0,54.29,0.028030364
0.853833,0,0,0.5827,0,53.5,0.028549636
0.510674,0,0,0.4965,0,53.5,0.009321982
0.406608,0,0,0.2938,0,53.5,0.00449176
0.944918,0,0,0.7181,0,53.11,0.00521991
0.833011,0,0,0.6537,0,53.11,0.003032277
0.748517,0,0,0.6127,0,53.11,0.003838442
0.215281,1,1,0.342,1,71.85,0.018406108
0.49843,0,1,0.3995,0,71.85,0.005081022
0.625061,1,3,0.5292,1,71.85,0.011171866
0.666229,0,7,0.5742,0,73.19,0.012166462
0.8385,0,3,0.6214,0,73.19,0.01177045
0.843013,0,0,0.6154,0,73.19,0.013528585
0.805496,0,1,0.5827,0,71.63,0.004154022
0.546489,0,3,0.4965,0,71.63,0.021391425
0.274361,0,0,0.2938,0,71.63,0.004272148
0.885392,0,0,0.7181,0,71.88,0.004756749
0.864572,0,0,0.6537,0,71.88,0.005644391
0.786025,0,0,0.6127,0,71.88,0.003856791
0.608391,0,1,0.342,0,38.87,0.018245619
0.504854,0,1,0.3995,0,38.87,0.018477738
0.650648,0,1,0.5292,0,38.87,0.019019138
0.828062,0,4,0.5742,0,42.97,0.021057524
0.875824,0,3,0.6214,0,42.97,0.018300402
0.897301,0,1,0.6154,0,42.97,0.008917657
0.824402,0,0,0.5827,0,43.41,0.009885022
0.76951,0,1,0.4965,0,43.41,0.008037018
0.571129,0,0,0.2938,0,43.41,0.004457094
0.926187,0,0,0.7181,0,43.03,0.007728702
0.799343,0,2,0.6537,0,43.03,0.006872517
0.897587,0,1,0.6127,0,43.03,0.008586473
0.182652,0,0,0.342,0,38.09,0.00542114
0.100448,0,4,0.3995,0,38.09,0.012543305
0.522762,0,5,0.5292,0,38.09,0.012594777
0.721714,0,1,0.5742,0,69.49,0.014489472
0.736089,0,0,0.6214,0,69.49,0.011488053
0.818654,0,2,0.6154,0,69.49,0.010104572
NA,0,1,0.5827,0,67.26,0.005258373
NA,0,7,0.4965,0,67.26,0.012099434
NA,0,0,0.2938,0,67.26,0.002293057
NA,0,1,0.7181,0,67.26,0.006513117
0.586848,0,1,0.6537,0,67.26,0.004997825
0.704531,0,0,0.6127,0,67.26,0.01161253
0.255926,0,4,0.342,0,16.46,0.023838132
0.471277,0,0,0.3995,0,16.46,0.040157396
0.718821,0,0,0.5292,0,16.46,0.027327613
0.533064,0,0,0.5742,0,17.91,0.025177965
0.798597,0,0,0.6214,0,17.91,0.017345802
0.70887,0,0,0.6154,0,17.91,0.014716595
0.612974,0,0,0.5827,0,23.49,0.051836646
0.53802,0,0,0.4965,0,23.49,0.036924987
0.280168,0,0,0.2938,0,23.49,0.016245289
0.849446,0,0,0.7181,0,28.46,0.009264205
0.86988,0,0,0.6537,0,28.46,0.012596543
NA,0,0,0.6127,0,28.46,0.004453915
0.524233,0,0,0.342,0,47.36,0.004916793
0.434492,0,0,0.3995,0,47.36,0.002741627
0.62821,0,1,0.5292,0,47.36,0.002788852
0.612787,0,2,0.5742,0,47.33,0.004305198
0.513922,0,2,0.6214,0,47.33,0.012397272
0.451665,0,1,0.6154,0,47.33,0.011099935
0.724387,0,0,0.5827,0,47.33,0.008182215
0.244431,0,0,0.4965,0,47.33,0.002542689
NA,0,4,0.2938,0,47.33,0.003843054
NA,0,13,0.7181,0,46,0.009850193
NA,0,2,0.6537,0,46,0.009484811
NA,2,3,0.6127,1,46,0.006224875
0.692466,0,2,0.342,0,59.37,0.008603154
0.214584,0,7,0.3995,0,59.37,0.031818246
0.822806,0,4,0.5292,0,59.37,0.013042474
0.634345,2,4,0.5742,1,58.93,0.012961563
0.501441,0,3,0.6214,0,58.93,0.045158375
0.797259,0,0,0.6154,0,58.93,0.038281994
0.534389,0,5,0.5827,0,58.48,0.028631152
0.689778,1,11,0.4965,1,58.48,0.017041805
0.614637,0,2,0.2938,0,58.48,0.003146527
0.896336,0,3,0.7181,0,49.49,0.006027112
0.637137,0,2,0.6537,0,49.49,0.005110288
0.810288,0,2,0.6127,0,49.49,0.00930207
0.144801,0,0,0.342,0,52.55,0.004736877
0.520636,0,0,0.3995,0,52.55,0.005080763
0.582507,0,0,0.5292,0,52.55,0.006102094
0.653933,0,0,0.5742,0,74.87,0.008100725
0.697587,0,0,0.6214,0,74.87,0.007513188
0.73283,0,0,0.6154,0,74.87,0.00913527
0.557364,0,0,0.5827,0,70.16,0.005897573
0.609947,0,1,0.4965,0,70.16,0.004665706
NA,2,12,0.2938,1,70.16,0.063592464
0.223151,1,37,0.7181,1,67.63,0.157225616
0.559518,0,19,0.6537,0,67.63,0.144070279
0.325403,0,14,0.6127,0,67.63,0.189391176
0.69465,0,2,0.342,0,52.28,0.00834679
0.406448,0,0,0.3995,0,52.28,0.006231673
0.791212,0,0,0.5292,0,52.28,0.004948126
0.68011,0,3,0.5742,0,55.14,0.005939772
0.738688,0,1,0.6214,0,55.14,0.007944955
0.695723,0,4,0.6154,0,55.14,0.008103073
0.799382,0,0,0.5827,0,56.48,0.008471255
0.690761,0,2,0.4965,0,56.48,0.003467419
0.124962,0,19,0.2938,0,56.48,0.019504101
0.8168,0,2,0.7181,0,58.64,0.005450423
0.849172,0,3,0.6537,0,58.64,0.006860029
0.853223,0,4,0.6127,0,58.64,0.013070294
0.277482,0,0,0.342,0,71.82,0.015710487
0.467935,0,1,0.3995,0,71.82,0.021346992
0.391627,0,0,0.5292,0,71.82,0.008379816
0.520338,0,2,0.5742,0,73.48,0.007265279
0.789277,0,2,0.6214,0,73.48,0.009986706
0.709798,0,6,0.6154,0,73.48,0.021371941
0.600983,0,0,0.5827,0,73.13,0.010976785
0.47137,0,2,0.4965,0,73.13,0.004527475
0.204614,0,3,0.2938,0,73.13,0.004068504
0.767335,0,1,0.7181,0,73.47,0.004377858
0.877908,0,2,0.6537,0,73.47,0.001742002
0.737758,0,1,0.6127,0,73.47,0.002772977
0.337036,1,17,0.342,1,0,0.076892532
0.530546,1,13,0.3995,1,0,0.069819101
0.37801,1,22,0.5292,1,0,0.070054057
0.602107,3,23,0.5742,1,62.43,0.071680784
NA,0,25,0.6214,0,62.43,0.053885834
NA,3,11,0.6154,1,62.43,0.043052268
NA,1,6,0.5827,1,31.255,0.076073988
0.371553,4,20,0.4965,1,31.255,0.07314213
0.179392,0,17,0.2938,0,31.255,0.041697714
0.786161,2,18,0.7181,1,31.585,0.036076115
0.677615,3,8,0.6537,1,31.585,0.041890957
0.223378,1,23,0.6127,1,31.585,0.060656309
0.275613,0,0,0.342,0,29.36,0.00618621
0.394117,0,3,0.3995,0,29.36,0.00616053
0.583072,0,1,0.5292,0,29.36,0.004550093
0.82018,0,0,0.5742,0,26.38,0.00848766
0.824187,0,2,0.6214,0,26.38,0.015947892
0.886573,0,0,0.6154,0,26.38,0.008859077
0.875757,0,0,0.5827,0,27.72,0.00598349
0.706112,0,0,0.4965,0,27.72,0.005944351
0.707659,0,1,0.2938,0,27.72,0.006362817
0.918794,0,0,0.7181,0,28.09,0.007825563
0.906538,0,0,0.6537,0,28.09,0.001051564
0.769378,0,1,0.6127,0,28.09,0.007584844
NA,0,3,0.342,0,58.98,0.011417775
0.37909,0,1,0.3995,0,58.98,0.008331584
0.685024,2,1,0.5292,1,58.98,0.008785548
0.804339,0,0,0.5742,0,58.99,0.013147522
0.745996,2,0,0.6214,1,58.99,0.016926736
0.815653,1,2,0.6154,1,58.99,0.017215302
0.680418,1,0,0.5827,1,52.42,0.01679646
0.504343,0,2,0.4965,0,52.42,0.007708003
0.207517,1,1,0.2938,1,52.42,0.01061534
0.316021,2,1,0.7181,1,54.17,0.014154489
0.651253,1,0,0.6537,1,54.17,0.013860082
0.258502,3,1,0.6127,1,54.17,0.015881814
0.52429,0,3,0.342,0,64.21,0.005129618
0.597433,0,1,0.3995,0,64.21,0.007747315
0.295608,0,8,0.5292,0,64.21,0.027351597
NA,0,4,0.5742,0,63.23,0.010473628
0.713636,0,4,0.6214,0,63.23,0.023606749
0.779929,0,1,0.6154,0,63.23,0.021621351
0.273061,0,3,0.5827,0,62.36,0.013940682
0.377123,1,1,0.4965,1,62.36,0.025000262
0.458229,0,5,0.2938,0,62.36,0.005525734
0.859499,0,1,0.7181,0,62.33,0.004496809
0.568356,0,0,0.6537,0,62.33,0.001556911
0.772447,1,0,0.6127,1,62.33,0.004216185
0.481328,0,3,0.342,0,61.87,0.007339719
0.330597,0,1,0.3995,0,61.87,0.004628904
NA,0,1,0.5292,0,61.87,0.004106032
NA,0,1,0.5742,0,61.54,0.003502811
NA,0,3,0.6214,0,61.54,0.010641026
0.819593,0,2,0.6154,0,61.54,0.006620504
0.795175,0,1,0.5827,0,64.95,0.010039647
0.467668,0,1,0.4965,0,64.95,0.002117721
0.276768,0,1,0.2938,0,64.95,0.002323207
0.765463,0,2,0.7181,0,62.12,0.003890059
0.908667,0,0,0.6537,0,62.12,0.008190152
0.805859,0,4,0.6127,0,62.12,0.020571647
NA,0,1,0.342,0,73.52,0.001721526
NA,0,2,0.3995,0,73.52,0.002060461
NA,0,2,0.5292,0,73.52,0.002708876
NA,0,14,0.5742,0,73.07,0.019825322
0.365022,0,6,0.6214,0,73.07,0.058489795
0.851231,0,5,0.6154,0,73.07,0.013136599
0.552599,6,0,0.5827,1,70.39,0.008585571
0.322512,2,4,0.4965,1,70.39,0.010787746
0.149442,0,2,0.2938,0,70.39,0.006363947
0.872223,0,1,0.7181,0,66.49,0.003863721
0.60207,1,1,0.6537,1,66.49,0.003231483
0.780208,1,3,0.6127,1,66.49,0.005980405
0.314409,0,3,0.342,0,47.33,0.016892459
0.624121,2,2,0.3995,1,47.33,0.011343576
0.77805,1,2,0.5292,1,47.33,0.006766366
0.848664,1,1,0.5742,1,45.06,0.009761082
0.796071,1,3,0.6214,1,45.06,0.021513173
0.754366,2,7,0.6154,1,45.06,0.031511369
0.235655,4,10,0.5827,1,42.4,0.03578297
0.291765,1,4,0.4965,1,42.4,0.026864569
0.493944,0,0,0.2938,0,42.4,0.003691696
0.953018,0,1,0.7181,0,42.63,0.003265651
0.777907,0,2,0.6537,0,42.63,0.007313094
0.822965,0,1,0.6127,0,42.63,0.003606814
0.406197,0,1,0.342,0,60.57,0.006816292
0.156279,0,0,0.3995,0,60.57,0.00590667
0.640833,0,0,0.5292,0,60.57,0.006112059
0.647633,0,0,0.5742,0,63.39,0.003057676
0.715911,0,1,0.6214,0,63.39,0.005100662
0.508653,0,2,0.6154,0,63.39,0.00664555
0.694211,0,1,0.5827,0,63.23,0.008439096
0.269091,0,2,0.4965,0,63.23,0.007104919
0.055678,0,2,0.2938,0,63.23,0.010088268
0.731933,0,1,0.7181,0,63.64,0.004182652
0.745887,0,0,0.6537,0,63.64,0.006553059
0.619627,0,0,0.6127,0,63.64,0.004396677
NA,0,0,0.342,0,27.86,0.090821613
NA,0,1,0.3995,0,27.86,0.125558714
0.20377,0,0,0.5292,0,27.86,0.093023474
0.781611,0,0,0.5742,0,29.43,0.037265736
0.721821,0,0,0.6214,0,29.43,0.124466146
0.769438,0,0,0.6154,0,29.43,0.072659397
0.708407,0,0,0.5827,0,28.09,0.050257382
0.235631,0,0,0.4965,0,28.09,0.03192693
0.378225,0,0,0.2938,0,28.09,0.023699187
0.703309,0,0,0.7181,0,28.61,0.013693605
0.7822,0,0,0.6537,0,28.61,0.013149114
0.876012,0,0,0.6127,0,28.61,0.007992487
0.085026,0,3,0.342,0,41.02,0.034261552
0.632549,0,2,0.3995,0,41.02,0.013347559
0.768959,0,1,0.5292,0,41.02,0.017963161
0.873335,0,8,0.5742,0,42.09,0.013593179
0.72577,0,9,0.6214,0,42.09,0.034226236
0.781282,2,9,0.6154,1,42.09,0.048011738
0.69459,1,10,0.5827,1,41.93,0.026274659
0.569235,0,0,0.4965,0,41.93,0.011571598
0.23937,0,1,0.2938,0,41.93,0.007688808
0.626853,0,11,0.7181,0,41.54,0.013401471
0.769583,0,1,0.6537,0,41.54,0.007866124
0.815214,0,1,0.6127,0,41.54,0.00605273
0.589313,0,1,0.342,0,51.86,0.014112797
0.125694,0,9,0.3995,0,51.86,0.029719998
NA,0,6,0.5292,0,51.86,0.026449156
NA,0,1,0.5742,0,49.35,0.017155126
NA,0,2,0.6214,0,49.35,0.022084256
0.206764,0,6,0.6154,0,49.35,0.132577297
0.602734,0,4,0.5827,0,49.61,0.050736682
0.467508,0,5,0.4965,0,49.61,0.033961116
0.12539,0,12,0.2938,0,49.61,0.058700824
0.840361,0,3,0.7181,0,52.24,0.014568376
0.588348,0,1,0.6537,0,52.24,0.01599302
0.645794,0,8,0.6127,0,52.24,0.019364298
0.631882,0,0,0.342,0,60.41,0.00478749
0.732306,1,2,0.3995,1,60.41,0.002426972
0.497186,0,1,0.5292,0,60.41,0.006137273
0.799851,1,1,0.5742,1,60.49,0.00531083
0.893979,0,1,0.6214,0,60.49,0.005858078
0.535746,0,1,0.6154,0,60.49,0.017724643
0.341508,0,0,0.5827,0,59.32,0.00378668
0.493684,0,0,0.4965,0,59.32,0.004172035
0.451562,0,0,0.2938,0,59.32,0.00311913
0.883286,0,0,0.7181,0,60.97,0.001407603
0.597287,0,0,0.6537,0,60.97,0.001037023
0.730496,0,0,0.6127,0,60.97,0.002088055
NA,0,0,0.342,0,71.66,0.025471397
0.206157,2,0,0.3995,1,71.66,0.07688439
0.441746,0,2,0.5292,0,71.66,0.049341635
0.831377,0,0,0.5742,0,75.79,0.031357799
0.807482,1,2,0.6214,1,75.79,0.034018555
0.443414,0,0,0.6154,0,75.79,0.056423113
0.899882,0,0,0.5827,0,79.8,0.015924712
0.524626,0,1,0.4965,0,79.8,0.015832824
0.357078,0,0,0.2938,0,79.8,0.014537443
0.836003,0,0,0.7181,0,80.55,0.011841799
0.875714,0,0,0.6537,0,80.55,0.006977747
0.702561,0,0,0.6127,0,80.55,0.005783265
0.405091,0,4,0.342,0,86.77,0.00508041
0.12568,0,0,0.3995,0,86.77,0.005499474
0.204211,0,1,0.5292,0,86.77,0.007350618
0.631862,0,1,0.5742,0,86.35,0.005838948
0.284276,0,2,0.6214,0,86.35,0.019987977
0.396522,0,3,0.6154,0,86.35,0.029041325
0.029069,0,0,0.5827,0,86.38,0.009258595
0.245591,0,2,0.4965,0,86.38,0.008532553
0.105676,0,1,0.2938,0,86.38,0.007448364
0.563448,0,0,0.7181,0,86,0.001762311
0.372509,0,0,0.6537,0,86,0.001286746
0.107594,0,2,0.6127,0,86,0.071150601
NA,0,0,0.342,0,29.82,0.011394582
0.392713,0,1,0.3995,0,29.82,0.018266013
0.599717,1,3,0.5292,1,29.82,0.012768856
0.846088,0,0,0.5742,0,30.67,0.014894633
0.855407,0,0,0.6214,0,30.67,0.013551647
0.940511,0,1,0.6154,0,30.67,0.016145197
0.599594,0,0,0.5827,0,32.43,0.005286282
0.458319,0,0,0.4965,0,32.43,0.009722245
0.042804,0,0,0.2938,0,32.43,0.008379167
0.525731,0,1,0.7181,0,31.4,0.010082945
0.898061,0,0,0.6537,0,31.4,0.001595181
0.665222,0,0,0.6127,0,31.4,0.006664898
0.568505,2,3,0.342,1,54.57,0.00945048
0.410404,0,2,0.3995,0,54.57,0.005413805
0.696014,0,4,0.5292,0,54.57,0.008568708
NA,2,0,0.5742,1,54.57,0.001844546
NA,2,0,0.6214,1,54.57,0.00441188
NA,2,0,0.6154,1,54.57,0.004479589
NA,0,2,0.5827,0,53.46,0.043785237
0.552098,0,2,0.4965,0,53.46,0.01347505
0.45005,0,1,0.2938,0,53.46,0.002738122
0.792404,2,1,0.7181,1,54.21,0.004799114
0.831003,2,2,0.6537,1,54.21,0.001700271
0.583675,1,2,0.6127,1,54.21,0.015031876
0.174228,0,0,0.342,0,57.74,0.00556206
0.47263,0,4,0.3995,0,57.74,0.00529998
0.483699,0,2,0.5292,0,57.74,0.007369843
0.71409,0,2,0.5742,0,51.97,0.004539136
0.77421,0,4,0.6214,0,51.97,0.012072524
0.817255,0,5,0.6154,0,51.97,0.005059258
0.532376,0,2,0.5827,0,50.88,0.005990263
0.381532,0,1,0.4965,0,50.88,0.004901495
0.096512,0,1,0.2938,0,50.88,0.012104995
0.79313,0,4,0.7181,0,51.46,0.006044849
0.766434,0,3,0.6537,0,51.46,0.008956291
0.783059,0,1,0.6127,0,51.46,0.004749787
NA,0,0,0.342,0,67.26,0.011566866
0.163738,0,0,0.3995,0,67.26,0.008998124
NA,0,0,0.5292,0,67.26,0.002654848
NA,0,0,0.5742,0,66.09,0.002904457
0.309066,0,0,0.6214,0,66.09,0.034204859
0.376096,0,0,0.6154,0,66.09,0.012197534
0.721758,0,0,0.5827,0,66.79,0.014082483
0.41394,0,1,0.4965,0,66.79,0.007941408
0.437818,0,2,0.2938,0,66.79,0.000755695
0.70743,0,2,0.7181,0,66.64,0.003835628
NA,0,6,0.6537,0,66.64,0.020334056
0.871778,0,3,0.6127,0,66.64,0.00459184
0.552143,0,9,0.342,0,0,0.018323579
0.438084,0,5,0.3995,0,0,0.01678261
0.625214,0,3,0.5292,0,0,0.020388376
