4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000,4394720000
23678696388,23447598000,24069785968,21758802086,22167668465,20958846127,20905515730,20887738931,21349935707,20141113369,20123336570,20816631734,20318881360,19554478999,19696693392,19821130985,17883459885,17634584697,17261271916,17599031099,17616807898,17936790282,17741245492,18079004675,17990120679,17563477501,18238995866,18630085446,18470094255,18416763857,18985621428,19892238182,19838907784,17847906286,17830129487,16336878364,17154611122,18079004675,18736746241,18096781474,19643362994,19127835821,18398987058,18114558273,18203442268,18736746241,18701192643,18221219067,18683415844,19341157410,20567756547,20354434958,20603310145,20514426150,21083283721,20229997364,19536702200,20052229374,19785577387
8141890920,7622992484,7885116436,7104094048,7537400990,7537400990,7649739826,7221782354,7409013748,7114792985,7189685543,7446460027,7318072785,6713582855,6686835513,6954308933,6537050397,6633340828,6365867408,6585195613,6435410497,6644039765,6585195613,6734980728,6718932323,6686835513,6970357338,7157588733,7077346706,7152239264,7387615874,7467857900,7794175473,7039900428,7457158964,7355519064,7596245142,8002804741,7836971221,8163288794,8254229757,7853019626,7425062153,7435761090,7350169595,8083046768,8013503678,7847670157,8034901552,8441461151,9104795234,9468559086,9441811744,9270628755,9591596859,9794876659,9907215495,9923263901,9976758585
5760904500,5551650000,5684035500,5116059000,5043460500,4539541500,4308934500,4142385000,4377262500,4095409500,4266229500,4543812000,4642033500,4257688500,4479754500,4501107000,4189360500,3894696000,3681171000,3843450000,3770851500,3937401000,3971565000,3997188000,4027081500,3928860000,4163737500,4240606500,4291852500,4261959000,4411426500,4351639500,4317475500,3886155000,3894696000,3506080500,3591490500,3894696000,4035622500,3830638500,3980106000,3984376500,3898966500,3779392500,3817827000,3941671500,3945942000,3920319000,4112491500,4364451000,4428508500,4689009000,4693279500,4513918500,4548082500,4834206000,4620681000,4765878000,4911075000
6412196340,6957395775,7071318045,6363372510,6753963150,6379647120,5834447685,5818173075,5964644565,5484543570,5549642010,5793761160,5728662720,5614740450,5769349245,5777486550,5199737895,5183463285,4890520305,5045129100,4817284560,5004442575,4980030660,5142776760,5110227540,5199737895,5321797470,5427582435,5321797470,5289248250,5460131655,5354346690,5427582435,5028854490,5028854490,4727774205,4809147255,5004442575,5028854490,4988167965,5093952930,5093952930,4955618745,4971893355,5085815625,5297385555,5297385555,5297385555,5297385555,5297385555,5297385555,5297385555,5297385555,5297385555,5297385555,5297385555,5297385555,5297385555,5297385555
13370080078,13859442486,14069169232,12775854297,13081705802,12539911707,12662252309,12330184961,12583604779,12085503757,12085503757,12636036466,12522434478,12303969117,12461264177,12662252309,11735959179,11901992854,11447584903,11648573035,11936947311,12146674058,12033072070,12102980986,12295230503,11936947311,12461264177,12408832491,12461264177,12330184961,12574866165,12504957249,12513695864,11377675988,11438846289,10731018520,11071824483,11526232433,12365139418,11884515625,12102980986,11840822553,11491277975,11395153217,11482539361,11718481951,11456323518,11342721530,11596141349,12041810685,13239000861,12976842429,13020535501,12662252309,12845763212,12583604779,12522434478,12924410742,12688468152
6439856888,6052228870,6658640800,6002289064,5907165624,5317400296,4784709032,4351897380,4520741486,4140247726,4121223038,4366165896,4411349530,4004696824,4054636630,4223480736,3800181428,3662252440,3593287946,3757375880,3752619708,3902439126,3961891276,4011831082,3919085728,3942866588,4273420542,4701476022,4770440516,4611108754,4618243012,4482692110,4556412776,4099820264,3928598072,3676520956,3797803342,4026099598,3971403620,3700301816,3769266310,3790669084,3716948418,3652740096,3674142870,3850121234,3764510138,3712192246,3911951470,4135491554,4223480736,4228236908,4294823316,4351897380,4290067144,4297201402,4099820264,4275798628,4340006950
4424284550,4424284550,4424284550,4424284550,4424284550,4424284550,4424284550,4424284550,4424284550,4424284550,4424284550,3980960491,3582416640,3224174976,3094312373,3192828830,2874889354,2736070709,2624120189,2695768522,2745026750,2825631125,2821153104,2910713520,2897279458,2839065187,2959971749,2991317894,2991317894,2995795915,3080878310,3165960706,3165960706,2848021229,2870411333,2776372896,2825631125,2977883832,3277911226,3206262893,3331647475,3224174976,3049532165,2915191541,2968927790,3071922269,3022664040,2995795915,3085356331,3174916747,3255521122,3251043101,3371949662,3282389246,3313735392,3367471642,3264477163,3345081538,3371949662
3538619083,3565517370,3640234834,3287568405,3266647515,2940879373,2884094101,2764546159,2842252321,2710749585,2719715681,2851218417,2851218417,2719715681,2806387938,2884094101,2624077327,2665919107,2609133834,2668907805,2722704379,2779489652,2827308828,2848229718,2845241020,2842252321,2955822866,2958811565,2937890675,2934901976,3030540330,3063416014,3033529028,2731670475,2767534857,2570280753,2606145136,2743625269,2902026292,2743625269,2821331431,2788455747,2701783489,2624077327,2642009518,2725693078,2689828695,2689828695,2764546159,2842252321,2910992388,2952834167,3024562933,3009619440,3024562933,3033529028,3003642043,3066404712,3075370808
5617208998,5529796409,5643812830,5191547694,5324566851,4929309926,4765886389,4651869969,4754484747,4781088579,5259957546,5503192577,5659015019,5324566851,5465187104,5275159736,5020523063,5214350978,4841897337,5020523063,4845697884,5031924705,4997719778,5130738936,5237154262,5130738936,5305564115,5332167946,5271359188,5309364662,5389176156,5583004072,5544998598,5180146052,5229553167,4860900073,4993919231,5248555904,5263758094,5370173420,5411979441,5294162472,5153542220,5168744410,5104135104,5320766304,5495591483,5385375609,5583004072,5659015019,5852842934,5776831987,5685618851,5617208998,6031468660,5887047861,5647613377,5830039650,5754028703
3480868000,3245112000,3343574800,3009356000,3042639200,2738930000,2609957600,2584995200,2650174800,2456022800,2479598400,2637693600,2648788000,2754184800,3030158000,3333867200,3222923200,3544660800,3189640000,2880383600,2609957600,2870676000,2856808000,2859581600,2704260000,2664042800,2813817200,3095337600,2988554000,2966365200,3053733600,2981620000,3099498000,2790241600,2851260800,2772213200,2827685200,2963591600,3071762000,2773600000,2819364400,2776373600,2672363600,2601636800,2701486400,2841553200,3125847200,2958044400,3030158000,3116139600,3170224800,3182706000,3111979200,2941402800,2951110400,2958044400,2829072000,2940016000,2966365200
7687189637,6978802232,7294017680,6565293795,6273804240,5646762758,5751834574,5697603959,5914526418,5389167338,5728108680,5982314686,6036545301,5626426277,5880632284,5792507535,5212917840,5050225996,4796019989,5073951890,4890923565,5134961331,5118014264,5175634292,5067173063,4931596526,5426450885,5636594517,5541690942,5602700383,5717940440,5616258037,5609479210,5050225996,4799409403,4321502111,4389290379,4643496385,4623159905,4236766775,4446910407,4663832866,4457078647,4352006831,4352006831,4606212838,4511309262,4433352753,4670611693,4965490660,5118014264,5104456611,5185802533,5189191946,5209528427,5111235437,4907870632,5250201388,5273927282
26731966880,26299538004,27007148892,24333952204,25552615400,24294640488,24451887352,23822899896,24294640488,22997353860,22997353860,23665653032,23508406168,22486301552,22800795280,23115289008,20795897764,20363468888,19302052556,19891728296,19380675988,19891728296,19891728296,20402780604,20677962616,21071079776,21660755516,21582132084,21542820368,21306950072,21778690664,22997353860,22407678120,20166910308,20127598592,18908935396,19459299420,21306950072,23429782736,23744276464,25867109128,24687757648,23390471020,22486301552,22682860132,23508406168,22643548416,22093184392,22918730428,23469094452,25316745104,24727069364,24923627944,23862211612,24451887352,23704964748,22879418712,23508406168,23547717884
